onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.158	2_false_affirm	0	1.246	Ned is slower than Max	Max is slower than Sam	Sam is slower than Rob	Sam is slower than Ned	Ned_2_false_affirm.wav
10.158	10.813	3_false_affirm	0	1.573	Nat is smaller than Rex	Rex is smaller than Bud	Bud is smaller than Doc	Doc is smaller than Nat	Nat_3_false_affirm.wav
20.971	3.879	control	1	0.564	n/a	n/a	n/a	n/a	n/a
24.85	10.475	2_true_affirm	1	1.567	Abe is taller than Ben	Ben is taller than Edd	Edd is taller than Fay	Abe is taller than Edd	Abe_2_true_affirm.wav
35.325	11.778	3_true_negate	1	2.061	Tai is shorter than Rex	Rex is shorter than Van	Van is shorter than Sol	Sol is not shorter than Tai	Tai_3_true_negate.wav
47.103	10.501	3_true_affirm	1	1.686	Lex is shorter than Jon	Jon is shorter than Moe	Moe is shorter than Nat	Lex is shorter than Nat	Lex_3_true_affirm.wav
57.604	5.703	control	0	n/a	n/a	n/a	n/a	n/a	n/a
63.307	11.056	2_true_affirm	1	1.431	Don is younger than Lee	Lee is younger than Mac	Mac is younger than Tom	Don is younger than Mac	Don_2_true_affirm.wav
74.363	4.165	control	1	0.55	n/a	n/a	n/a	n/a	n/a
78.528	3.991	control	1	0.687	n/a	n/a	n/a	n/a	n/a
82.519	11.332	3_false_negate	0	1.57	Bee is younger than Ted	Ted is younger than Rae	Rae is younger than Jon	Bee is not younger than Jon	Bee_3_false_negate.wav
93.851	12.813	2_true_affirm	1	3.19	Ebb is bigger than Pit	Pit is bigger than Ann	Ann is bigger than Ebb	Ebb is bigger than Ann	Ebb_2_true_affirm.wav
106.664	4.833	control	1	1.089	n/a	n/a	n/a	n/a	n/a
111.497	12.659	3_true_affirm	1	3.425	Jep is older than Nan	Nan is older than Lem	Lem is older than Sue	Jep is older than Sue	Jep_3_true_affirm.wav
124.156	5.703	control	0	n/a	n/a	n/a	n/a	n/a	n/a
129.859	12.911	2_false_negate	0	3.56	Dre is faster than Sue	Sue is faster than Ike	Ike is faster than Don	Dre is not faster than Ike	Dre_2_false_negate.wav
142.77	10.345	2_false_affirm	0	1.376	Don is bigger than Abe	Abe is bigger than Pam	Pam is bigger than Rex	Pam is bigger than Don	Don_2_false_affirm.wav
153.115	11.022	3_true_affirm	1	2.196	Don is faster than Max	Max is faster than Dee	Dee is faster than Sky	Don is faster than Sky	Don_3_true_affirm.wav
164.137	4.015	control	1	0.799	n/a	n/a	n/a	n/a	n/a
168.152	3.449	control	1	0.628	n/a	n/a	n/a	n/a	n/a
171.601	4.287	control	1	0.56	n/a	n/a	n/a	n/a	n/a
175.888	12.027	3_true_affirm	1	2.306	Joy is bigger than Gus	Gus is bigger than Ace	Ace is bigger than Kim	Joy is bigger than Kim	Joy_3_true_affirm.wav
187.915	10.718	2_true_affirm	1	1.398	Wes is older than Pam	Pam is older than Tim	Tim is older than Wes	Wes is older than Tim	Wes_2_true_affirm.wav
198.633	17.29	2_true_negate	0	n/a	Dan is slower than Van	Van is slower than Luz	Luz is slower than Bev	Luz is not slower than Dan	Dan_2_true_negate.wav
215.923	12.041	2_true_negate	1	3.302	Ron is smaller than Sam	Sam is smaller than Ace	Ace is smaller than Joe	Ace is not smaller than Ron	Ron_2_true_negate.wav
227.964	10.449	3_false_negate	0	1.512	Tim is faster than Eve	Eve is faster than Fay	Fay is faster than Sam	Tim is not faster than Sam	Tim_3_false_negate.wav
238.413	10.462	3_true_affirm	1	1.262	Bud is slower than Joe	Joe is slower than Liz	Liz is slower than Rex	Bud is slower than Rex	Bud_3_true_affirm.wav
