onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.229	2_true_affirm	1.0	1.36	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
10.229	10.261	3_true_affirm	1.0	0.969	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
20.49	10.757	3_false_negate	1.0	1.469	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
31.247	11.28	2_false_affirm	0.0	1.617	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
42.527	10.867	3_false_affirm	0.0	2.048	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
53.394	7.285	control	0.0	n/a	n/a	n/a	n/a	n/a	n/a
60.679	11.132	3_true_affirm	1.0	2.217	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
71.811	11.502	3_true_affirm	1.0	1.818	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
83.313	11.726	3_true_negate	1.0	2.048	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
95.039	10.714	3_false_negate	0.0	1.079	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
105.753	4.264	control	1.0	0.935	n/a	n/a	n/a	n/a	n/a
110.017	10.929	2_true_affirm	1.0	1.708	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
120.946	3.898	control	1.0	0.612	n/a	n/a	n/a	n/a	n/a
124.844	10.945	3_true_negate	1.0	1.718	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
135.789	3.415	control	1.0	0.598	n/a	n/a	n/a	n/a	n/a
139.204	4.182	control	1.0	0.564	n/a	n/a	n/a	n/a	n/a
143.386	4.109	control	1.0	0.43	n/a	n/a	n/a	n/a	n/a
147.495	12.047	2_true_affirm	1.0	2.329	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
159.542	10.952	2_true_affirm	1.0	1.268	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
170.494	11.057	2_true_negate	0.0	2.233	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
181.551	3.932	control	1.0	0.672	n/a	n/a	n/a	n/a	n/a
185.483	11.791	3_true_affirm	1.0	2.498	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
197.274	10.198	2_false_affirm	1.0	1.372	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
207.472	3.682	control	1.0	0.807	n/a	n/a	n/a	n/a	n/a
211.154	10.088	2_true_affirm	1.0	1.195	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
221.242	11.568	2_false_negate	1.0	2.347	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
232.81	3.666	control	1.0	0.86	n/a	n/a	n/a	n/a	n/a
