onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.315	2_true_affirm	1	1.426	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
10.315	10.479	3_true_affirm	1	1.201	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
20.794	10.639	3_false_negate	1	1.362	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
31.433	11.172	2_false_affirm	0	1.49	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
42.605	10.242	3_false_affirm	0	1.421	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
52.847	4.452	control	1	0.791	n/a	n/a	n/a	n/a	n/a
57.299	11.005	3_true_affirm	1	2.119	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
68.304	11.072	3_true_affirm	1	1.371	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
79.376	13.015	3_true_negate	0	3.358	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
92.391	12.515	3_false_negate	0	2.889	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
104.906	4.089	control	1	0.822	n/a	n/a	n/a	n/a	n/a
108.995	11.687	2_true_affirm	1	2.452	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
120.682	4.297	control	1	1.036	n/a	n/a	n/a	n/a	n/a
124.979	13.278	3_true_negate	1	4.048	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
138.257	3.549	control	1	0.745	n/a	n/a	n/a	n/a	n/a
141.806	4.331	control	1	0.713	n/a	n/a	n/a	n/a	n/a
146.137	4.237	control	1	0.567	n/a	n/a	n/a	n/a	n/a
150.374	12.543	2_true_affirm	1	2.857	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
162.917	10.918	2_true_affirm	1	1.237	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
173.835	11.701	2_true_negate	0	2.867	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
185.536	4.015	control	1	0.748	n/a	n/a	n/a	n/a	n/a
189.551	10.119	3_true_affirm	1	0.836	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
199.67	10.454	2_false_affirm	1	1.629	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
210.124	3.733	control	1	0.846	n/a	n/a	n/a	n/a	n/a
213.857	10.407	2_true_affirm	1	1.523	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
224.264	11.482	2_false_negate	1	2.263	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
235.746	9.452	control	1	0.652	n/a	n/a	n/a	n/a	n/a
