onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	11.175	2_true_affirm	1.0	2.284	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
11.175	11.527	3_true_affirm	1.0	2.241	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
22.702	12.232	3_false_negate	1.0	2.962	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
34.934	12.183	2_false_affirm	0.0	2.496	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
47.117	10.656	3_false_affirm	0.0	1.846	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
57.773	4.469	control	1.0	0.748	n/a	n/a	n/a	n/a	n/a
62.242	11.433	3_true_affirm	1.0	2.519	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
73.675	11.041	3_true_affirm	1.0	1.366	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
84.716	10.865	3_true_negate	1.0	1.182	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
95.581	12.736	3_false_negate	0.0	3.106	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
108.317	3.787	control	1.0	0.516	n/a	n/a	n/a	n/a	n/a
112.104	12.172	2_true_affirm	1.0	2.949	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
124.276	3.926	control	1.0	0.634	n/a	n/a	n/a	n/a	n/a
128.202	11.117	3_true_negate	1.0	1.894	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
139.319	3.365	control	1.0	0.537	n/a	n/a	n/a	n/a	n/a
142.684	4.181	control	1.0	0.575	n/a	n/a	n/a	n/a	n/a
146.865	4.363	control	1.0	0.706	n/a	n/a	n/a	n/a	n/a
151.228	11.356	2_true_affirm	1.0	1.645	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
162.584	12.792	2_true_affirm	1.0	3.085	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
175.376	10.488	2_true_negate	1.0	1.665	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
185.864	3.892	control	1.0	0.587	n/a	n/a	n/a	n/a	n/a
189.756	10.769	3_true_affirm	1.0	1.486	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
200.525	12.027	2_false_affirm	1.0	3.2	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
212.552	3.531	control	1.0	0.673	n/a	n/a	n/a	n/a	n/a
216.083	10.629	2_true_affirm	1.0	1.74	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
226.712	12.161	2_false_negate	1.0	2.926	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
238.873	3.416	control	1.0	0.605	n/a	n/a	n/a	n/a	n/a
