onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	12.519	2_true_affirm	1	2.815	All trabs are fast	All fast things are brown	Abe is a trab	Abe is fast	TRAB_2_true_affirm.wav
12.519	11.105	3_true_affirm	1	1.409	All hofs are black	All black things are fast	Doc is a hof	Doc is fast	HOF_3_true_affirm.wav
23.624	10.351	3_true_affirm	1	1.045	All jasps are small	All small things are blue	Jen is a jasp	Jen is blue	JASP_3_true_affirm.wav
33.975	11.693	2_true_affirm	1	2.389	All nasps are young	All young things are red	Wes is a nasp	Wes is young 	NASP_2_true_affirm.wav
45.668	10.991	3_true_negate	1	1.285	All drups are white	All white things are young	Moe is not white	Moe is not a drup	DRUP_3_true_negate.wav
56.659	12.375	2_false_negate	0	3.47	All goms are black	All black things are fast	Max is not a gom	Max is not black	GOM_2_false_negate.wav
69.034	10.181	3_false_affirm	1	1.329	All gofs are red	All red things are small	Ned is not small	Ned is a gof	GOF_3_false_affirm.wav
79.215	3.691	control	1	0.818	n/a	n/a	n/a	n/a	n/a
82.906	12.644	2_true_negate	1	3.396	All dreefs are red	All red things are short	Eve is not red	Eve is not a dreef	DREEF_2_true_negate.wav
95.55	4.229	control	1	1.409	n/a	n/a	n/a	n/a	n/a
99.779	4.128	control	1	0.47	n/a	n/a	n/a	n/a	n/a
103.907	17.277	2_false_affirm	0	n/a	All karns are big	All big things are brown	Nat is not big	Nat is a karn	KARN_2_false_affirm.wav
121.184	11.232	3_true_affirm	1	1.916	All larns are white	All white things are tall	Bud is a larn	Bud is tall	LARN_3_true_affirm.wav
132.416	12.37	3_false_negate	0	2.678	All gorns are blue	All blue things are fast	Cam is not a gorn	Cam is not fast 	GORN_3_false_negate.wav
144.786	9.728	2_true_affirm	1	0.831	All blons are pink	All pink things are young	Ken is a blon	Ken is pink  	BLON_2_true_affirm.wav
154.514	9.884	3_true_affirm	1	1.031	All keefs are white	All white things are small	Jay is a keef	Jay is small	KEEF_3_true_affirm.wav
164.398	3.377	control	1	0.541	n/a	n/a	n/a	n/a	n/a
167.775	3.769	control	1	0.494	n/a	n/a	n/a	n/a	n/a
171.544	10.91	3_false_affirm	1	1.659	All rabs are old	All old things are blue	Sam is not blue	Sam is a rab	RAB_3_false_affirm.wav
182.454	4.263	control	1	1.031	n/a	n/a	n/a	n/a	n/a
186.717	4.13	control	1	0.901	n/a	n/a	n/a	n/a	n/a
190.847	4.296	control	1	0.612	n/a	n/a	n/a	n/a	n/a
195.143	14.189	3_true_affirm	1	5.295	All puds are red	All red things are old	Roy is a pud	Roy is old 	PUD_3_true_affirm.wav
209.332	10.616	2_true_affirm	1	0.914	All nogs are young 	All young things are black	Rob is a nog	Rob is young	NOG_2_true_affirm.wav
219.948	10.974	2_true_negate	1	1.322	All babs are slow	All slow things are blue	Joe is not slow	Joe is not a bab	BAB_2_true_negate.wav
230.922	4.216	control	1	0.558	n/a	n/a	n/a	n/a	n/a
235.138	12.302	2_false_negate	0	3.502	All sarns are old	All old things are white	Flo is a sarn	Flo is not old	SARN_2_false_negate.wav
