onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	10.719	2_true_affirm	1.0	1.837	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
10.719	10.625	3_true_affirm	1.0	1.323	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
21.344	10.782	3_false_negate	1.0	1.478	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
32.126	11.912	2_false_affirm	0.0	2.207	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
44.038	10.083	3_false_affirm	0.0	1.231	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
54.121	4.401	control	1.0	0.723	n/a	n/a	n/a	n/a	n/a
58.522	10.801	3_true_affirm	1.0	1.889	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
69.323	11.61	3_true_affirm	1.0	1.901	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
80.933	11.378	3_true_negate	1.0	1.682	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
92.311	11.766	3_false_negate	0.0	2.126	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
104.077	3.979	control	1.0	0.726	n/a	n/a	n/a	n/a	n/a
108.056	10.465	2_true_affirm	1.0	1.224	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
118.521	4.677	control	1.0	1.387	n/a	n/a	n/a	n/a	n/a
123.198	10.822	3_true_negate	1.0	1.562	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
134.02	3.628	control	1.0	0.812	n/a	n/a	n/a	n/a	n/a
137.648	4.197	control	1.0	0.575	n/a	n/a	n/a	n/a	n/a
141.845	4.743	control	1.0	1.054	n/a	n/a	n/a	n/a	n/a
146.588	11.089	2_true_affirm	1.0	1.412	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
157.677	11.878	2_true_affirm	1.0	2.182	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
169.555	10.809	2_true_negate	1.0	1.96	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
180.364	4.331	control	1.0	1.049	n/a	n/a	n/a	n/a	n/a
184.695	12.089	3_true_affirm	1.0	2.793	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
196.784	10.247	2_false_affirm	1.0	1.396	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
207.031	3.329	control	1.0	0.47	n/a	n/a	n/a	n/a	n/a
210.36	10.478	2_true_affirm	1.0	1.591	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
220.838	10.652	2_false_negate	1.0	1.393	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
231.49	3.168	control	1.0	0.344	n/a	n/a	n/a	n/a	n/a
