onset	duration	trial_type	accuracy	response_time	premise1	premise2	premise3	conclusion	stim_file
0.0	9.895	2_true_affirm	1	1.015	All progs are slow	All slow things are black	Gus is a prog 	Gus is slow	PROG_2_true_affirm.wav
9.895	10.043	3_true_affirm	1	0.757	All mogs are short	All short things are red	Pam is a mog	Pam is red	MOG_3_true_affirm.wav
19.938	9.794	3_false_negate	0	0.497	All smods are young	All young things are pink	Lex is a smod	Lex is not pink 	SMOD_3_false_negate.wav
29.732	10.475	2_false_affirm	0	0.761	All mods are pink	All pink things are tall	Jon is pink	Jon is a mod	MOD_2_false_affirm.wav
40.207	9.869	3_false_affirm	0	1.018	All plods are black	All black things are short	Tom is short	Tom is a plod 	PLOD_3_false_affirm.wav
50.076	4.116	control	1	0.434	n/a	n/a	n/a	n/a	n/a
54.192	9.997	3_true_affirm	1	1.105	All geds are big	All big things are brown	Lou is a ged	Lou is brown 	GED_3_true_affirm.wav
64.189	10.903	3_true_affirm	1	1.207	All peefs are blue	All blue things are big	Lee is a peef	Lee is big	PEEF_3_true_affirm.wav
75.092	10.795	3_true_negate	1	1.091	All rogs are green	All green things are tall	Mac is not tall	Mac is not a rog	ROG_3_true_negate.wav
85.887	10.986	3_false_negate	0	1.347	All brubs are green	All green things are old	Tim is not a brub	Tim is not old 	BRUB_3_false_negate.wav
96.873	3.802	control	1	0.531	n/a	n/a	n/a	n/a	n/a
100.675	10.007	2_true_affirm	1	0.743	All nufs are fast	All fast things are blue	Jef is a nuf	Jef is fast 	NUF_2_true_affirm.wav
110.682	3.76	control	1	0.484	n/a	n/a	n/a	n/a	n/a
114.442	10.334	3_true_negate	1	1.081	All slofs are red	All red things are slow	Liz is not slow	Liz is not a slof	SLOF_3_true_negate.wav
124.776	3.895	control	1	1.062	n/a	n/a	n/a	n/a	n/a
128.671	4.097	control	1	0.477	n/a	n/a	n/a	n/a	n/a
132.768	4.259	control	1	0.599	n/a	n/a	n/a	n/a	n/a
137.027	10.599	2_true_affirm	1	0.895	All zods are brown	All brown things are old	Kim is a zod	Kim is brown	ZOD_2_true_affirm.wav
147.626	10.416	2_true_affirm	1	0.72	All glums are green	All green things are slow	Lin is a glum	Lin is green 	GLUM_2_true_affirm.wav
158.042	9.668	2_true_negate	1	0.814	All grods are tall	All tall things are green	Rex is not tall	Rex is not a grod	GROD_2_true_negate.wav
167.71	4.107	control	1	0.824	n/a	n/a	n/a	n/a	n/a
171.817	9.827	3_true_affirm	1	0.532	All gluds are brown	All brown things are tall	Edd is a glud	Edd is tall 	GLUD_3_true_affirm.wav
181.644	9.673	2_false_affirm	0	0.806	All gufs are blue	All blue things are fast	Ben is not blue	Ben is a guf	GUF_2_false_affirm.wav
191.317	4.899	control	1	2.033	n/a	n/a	n/a	n/a	n/a
196.216	9.324	2_true_affirm	1	0.432	All mabs are white	All white things are tall	Ace is a mab	Ace is white	MAB_2_true_affirm.wav
205.54	10.169	2_false_negate	1	0.918	All pleefs are blue	All blue things are tall	Fay is a pleef	Fay is not blue	PLEEF_2_false_negate.wav
215.709	9.397	control	1	0.597	n/a	n/a	n/a	n/a	n/a
